Gene_mouse,Gene_human,orthology_type,orthology_confidence
DDX50,DDX50,ortholog_one2one,1
DDX51,DDX51,ortholog_one2one,1
DDX52,DDX52,ortholog_one2one,1
DDX54,DDX54,ortholog_one2one,1
DDX55,DDX55,ortholog_one2one,1
DDX56,DDX56,ortholog_one2one,1
DDX6,DDX6,ortholog_one2one,1
DECR1,DECR1,ortholog_one2one,1
DECR2,DECR2,ortholog_one2one,1
DEFB48,DEFB109B,ortholog_one2many,1
DEFB48,DEFB109C,ortholog_one2many,1
DEFB48,DEFB109D,ortholog_one2many,1
DEK,DEK,ortholog_one2one,1
DENND1A,DENND1A,ortholog_one2one,1
DENND1B,DENND1B,ortholog_one2one,1
DENND1C,DENND1C,ortholog_one2one,1
DENND3,DENND3,ortholog_one2one,1
DENND4A,DENND4A,ortholog_one2one,1
DENND4B,DENND4B,ortholog_one2one,1
DENND4C,DENND4C,ortholog_one2one,1
DENND5A,DENND5A,ortholog_one2one,1
DENND5B,DENND5B,ortholog_one2one,1
DENR,DENR,ortholog_one2one,1
DEPDC5,DEPDC5,ortholog_one2one,1
DEPDC7,DEPDC7,ortholog_one2one,1
DEPTOR,DEPTOR,ortholog_one2one,1
DERA,DERA,ortholog_one2one,1
DES,DES,ortholog_one2one,1
DFFA,DFFA,ortholog_one2one,1
DFFB,DFFB,ortholog_one2one,1
DGAT1,DGAT1,ortholog_one2one,1
DGAT2,DGAT2,ortholog_one2one,1
DGCR8,DGCR8,ortholog_one2one,1
DGKA,DGKA,ortholog_one2one,1
DGKB,DGKB,ortholog_one2one,1
DGKD,DGKD,ortholog_one2one,1
DGKE,DGKE,ortholog_one2one,1
DGKG,DGKG,ortholog_one2one,1
DGKH,DGKH,ortholog_one2one,1
DGKI,DGKI,ortholog_one2one,1
DGKQ,DGKQ,ortholog_one2one,1
DGKZ,DGKZ,ortholog_one2one,1
DGUOK,DGUOK,ortholog_one2one,1
DHCR24,DHCR24,ortholog_one2one,1
DHCR7,DHCR7,ortholog_one2one,1
DHDDS,DHDDS,ortholog_one2one,1
DHDH,DHDH,ortholog_one2one,1
DHRS1,DHRS1,ortholog_one2one,1
DHRS11,DHRS11,ortholog_one2one,1
DHRS13,DHRS13,ortholog_one2one,1
DHRS3,DHRS3,ortholog_one2one,1
DHRS4,DHRS4,ortholog_one2many,1
DHRS4,DHRS4L2,ortholog_one2many,1
DHRS7,DHRS7,ortholog_one2many,1
DHRS7B,DHRS7B,ortholog_one2one,1
DHRS7C,DHRS7C,ortholog_one2one,1
DHTKD1,DHTKD1,ortholog_one2one,1
DHX15,DHX15,ortholog_one2one,1
DHX16,DHX16,ortholog_one2one,1
DHX29,DHX29,ortholog_one2one,1
DHX30,DHX30,ortholog_one2one,1
DHX32,DHX32,ortholog_one2one,1
DHX34,DHX34,ortholog_one2one,1
DHX36,DHX36,ortholog_one2one,1
DHX37,DHX37,ortholog_one2one,1
DHX38,DHX38,ortholog_one2one,1
DHX40,DHX40,ortholog_one2one,1
DHX57,DHX57,ortholog_one2one,1
DHX58,DHX58,ortholog_one2one,1
DHX8,DHX8,ortholog_one2one,1
DHX9,DHX9,ortholog_one2one,1
DIAPH1,DIAPH1,ortholog_one2one,1
DIAPH2,DIAPH2,ortholog_one2one,1
DIAPH3,DIAPH3,ortholog_one2one,1
DICER1,DICER1,ortholog_one2one,1
DIDO1,DIDO1,ortholog_one2one,1
DIMT1,DIMT1,ortholog_one2one,1
DIO1,DIO1,ortholog_one2one,1
DIP2A,DIP2A,ortholog_one2one,1
DIP2B,DIP2B,ortholog_one2one,1
DIP2C,DIP2C,ortholog_one2one,1
DIRAS1,DIRAS1,ortholog_one2one,1
DIRAS2,DIRAS2,ortholog_one2one,1
DIS3,DIS3,ortholog_one2one,1
DIS3L,DIS3L,ortholog_one2one,1
DIS3L2,DIS3L2,ortholog_one2one,1
DISP2,DISP2,ortholog_one2one,1
DKC1,DKC1,ortholog_one2one,1
DLAT,DLAT,ortholog_one2one,1
DLC1,DLC1,ortholog_one2one,1
DLD,DLD,ortholog_one2one,1
DLG1,DLG1,ortholog_one2one,1
DLG2,DLG2,ortholog_one2one,1
DLG3,DLG3,ortholog_one2one,1
DLG4,DLG4,ortholog_one2one,1
DLGAP1,DLGAP1,ortholog_one2one,1
DLGAP2,DLGAP2,ortholog_one2one,1
DLGAP3,DLGAP3,ortholog_one2one,1
DLGAP4,DLGAP4,ortholog_one2one,1
DLGAP5,DLGAP5,ortholog_one2one,1
DLK2,DLK2,ortholog_one2one,1
DLST,DLST,ortholog_one2one,1
DMD,DMD,ortholog_one2one,1
DMGDH,DMGDH,ortholog_one2one,1
DMPK,DMPK,ortholog_one2one,1
DMRT2,DMRT2,ortholog_one2one,1
DMTN,DMTN,ortholog_one2one,1
DMWD,DMWD,ortholog_one2one,1
DMXL1,DMXL1,ortholog_one2one,1
DMXL2,DMXL2,ortholog_one2one,1
DNA2,DNA2,ortholog_one2one,1
DNAH17,DNAH17,ortholog_one2one,1
DNAH5,DNAH5,ortholog_one2one,1
DNAH8,DNAH8,ortholog_one2one,1
DNAH9,DNAH9,ortholog_one2one,1
DNAI1,DNAI1,ortholog_one2one,1
DNAI2,DNAI2,ortholog_one2one,1
DNAJA1,DNAJA1,ortholog_one2one,1
DNAJA2,DNAJA2,ortholog_one2one,1
DNAJA3,DNAJA3,ortholog_one2one,1
DNAJA4,DNAJA4,ortholog_one2one,1
DNAJB12,DNAJB12,ortholog_one2one,1
DNAJB14,DNAJB14,ortholog_one2one,1
DNAJB4,DNAJB4,ortholog_one2one,1
DNAJB5,DNAJB5,ortholog_one2one,1
DNAJB6,DNAJB6,ortholog_one2one,1
DNAJC11,DNAJC11,ortholog_one2one,1
DNAJC12,DNAJC12,ortholog_one2one,1
DNAJC13,DNAJC13,ortholog_one2one,1
DNAJC16,DNAJC16,ortholog_one2one,1
DNAJC2,DNAJC2,ortholog_one2one,1
DNAJC22,DNAJC22,ortholog_one2one,1
DNAJC27,DNAJC27,ortholog_one2one,1
DNAJC28,DNAJC28,ortholog_one2one,1
DNAJC3,DNAJC3,ortholog_one2one,1
DNAJC6,DNAJC6,ortholog_one2one,1
DNAJC7,DNAJC7,ortholog_one2one,1
DNAL1,DNAL1,ortholog_one2one,1
DNALI1,DNALI1,ortholog_one2one,1
DNASE1L1,DNASE1L1,ortholog_one2one,1
DNASE1L3,DNASE1L3,ortholog_one2one,1
DNLZ,DNLZ,ortholog_one2one,1
DNM1,DNM1,ortholog_one2one,1
DNM1L,DNM1L,ortholog_one2one,1
DNM2,DNM2,ortholog_one2one,1
DNM3,DNM3,ortholog_one2one,1
DNMBP,DNMBP,ortholog_one2one,1
DNMT1,DNMT1,ortholog_one2one,1
DNMT3A,DNMT3A,ortholog_one2one,1
DNPEP,DNPEP,ortholog_one2one,1
DNPH1,DNPH1,ortholog_one2one,1
DNTT,DNTT,ortholog_one2one,1
DNTTIP1,DNTTIP1,ortholog_one2one,1
DNTTIP2,DNTTIP2,ortholog_one2one,1
DOC2A,DOC2A,ortholog_one2one,1
DOC2B,DOC2B,ortholog_one2one,1
DOCK1,DOCK1,ortholog_one2one,1
DOCK10,DOCK10,ortholog_one2one,1
DOCK11,DOCK11,ortholog_one2one,1
DOCK2,DOCK2,ortholog_one2one,1
DOCK3,DOCK3,ortholog_one2one,1
DOCK4,DOCK4,ortholog_one2one,1
DOCK5,DOCK5,ortholog_one2one,1
DOCK6,DOCK6,ortholog_one2one,1
DOCK7,DOCK7,ortholog_one2one,1
DOCK8,DOCK8,ortholog_one2one,1
DOCK9,DOCK9,ortholog_one2one,1
DOHH,DOHH,ortholog_one2one,1
DOK1,DOK1,ortholog_one2one,1
DOK2,DOK2,ortholog_one2one,1
DOK3,DOK3,ortholog_one2one,1
DPAGT1,DPAGT1,ortholog_one2one,1
DPEP1,DPEP1,ortholog_one2one,1
DPF1,DPF1,ortholog_one2one,1
DPF2,DPF2,ortholog_one2one,1
DPH1,DPH1,ortholog_one2one,1
DPH2,DPH2,ortholog_one2one,1
DPH3,DPH3,ortholog_one2one,1
DPH5,DPH5,ortholog_one2one,1
DPH7,DPH7,ortholog_one2one,1
DPM3,DPM3,ortholog_one2one,1
DPP3,DPP3,ortholog_one2one,1
DPP4,DPP4,ortholog_one2one,1
DPP6,DPP6,ortholog_one2one,1
DPP8,DPP8,ortholog_one2one,1
DPP9,DPP9,ortholog_one2one,1
DPT,DPT,ortholog_one2one,1
DPY19L2,DPY19L2,ortholog_one2one,1
DPYD,DPYD,ortholog_one2one,1
DPYS,DPYS,ortholog_one2one,1
DPYSL2,DPYSL2,ortholog_one2one,1
DPYSL3,DPYSL3,ortholog_one2one,1
DPYSL4,DPYSL4,ortholog_one2one,1
DPYSL5,DPYSL5,ortholog_one2one,1
DR1,DR1,ortholog_one2one,1
DRAM2,DRAM2,ortholog_one2one,1
DRAP1,DRAP1,ortholog_one2one,1
DRG1,DRG1,ortholog_one2one,1
DRG2,DRG2,ortholog_one2one,1
DSC2,DSC2,ortholog_one2one,1
DSG2,DSG2,ortholog_one2one,1
DSP,DSP,ortholog_one2one,1
DST,DST,ortholog_one2one,1
DSTN,DSTN,ortholog_one2one,1
DTD2,DTD2,ortholog_one2one,1
DTNA,DTNA,ortholog_one2one,1
DTNBP1,DTNBP1,ortholog_one2one,1
DTX3,DTX3,ortholog_one2one,1
DTX3L,DTX3L,ortholog_one2one,1
DTYMK,DTYMK,ortholog_one2one,1
DUS3L,DUS3L,ortholog_one2one,1
DUSP12,DUSP12,ortholog_one2one,1
DUSP14,DUSP14,ortholog_one2one,1
DUSP16,DUSP16,ortholog_one2one,1
DUSP19,DUSP19,ortholog_one2one,1
DUSP22,DUSP22,ortholog_one2one,1
DUSP23,DUSP23,ortholog_one2one,1
DUSP28,DUSP28,ortholog_one2one,1
DUT,DUT,ortholog_one2one,1
DXO,DXO,ortholog_one2one,1
DYM,DYM,ortholog_one2one,1
DYNC1H1,DYNC1H1,ortholog_one2one,1
DYNC1I1,DYNC1I1,ortholog_one2one,1
DYNC1I2,DYNC1I2,ortholog_one2one,1
DYNC1LI1,DYNC1LI1,ortholog_one2one,1
DYNC1LI2,DYNC1LI2,ortholog_one2one,1
DYNC2H1,DYNC2H1,ortholog_one2one,1
DYNLL1,DYNLL1,ortholog_one2one,1
DYNLL2,DYNLL2,ortholog_one2one,1
DYNLT3,DYNLT3,ortholog_one2one,1
DYRK1A,DYRK1A,ortholog_one2one,1
DYSF,DYSF,ortholog_one2one,1
DZANK1,DZANK1,ortholog_one2one,1
DZIP3,DZIP3,ortholog_one2one,1
E2F4,E2F4,ortholog_one2one,1
EAR1,RNASE2,ortholog_many2many,0
EAR1,RNASE3,ortholog_many2many,0
EAR2,RNASE2,ortholog_many2many,0
EAR2,RNASE3,ortholog_many2many,0
EAR6,RNASE2,ortholog_many2many,0
EAR6,RNASE3,ortholog_many2many,0
EARS2,EARS2,ortholog_one2one,1
EBF3,EBF3,ortholog_one2one,1
ECD,ECD,ortholog_one2one,1
ECE2,ECE2,ortholog_one2one,1
ECH1,ECH1,ortholog_one2one,1
ECHDC1,ECHDC1,ortholog_one2one,1
ECHDC2,ECHDC2,ortholog_one2one,1
ECHDC3,ECHDC3,ortholog_one2one,1
ECHS1,ECHS1,ortholog_one2one,1
ECI1,ECI1,ortholog_one2one,1
ECI2,ECI2,ortholog_one2many,1
ECI3,ECI2,ortholog_one2many,1
ECSCR,ECSCR,ortholog_one2one,0
ECSIT,ECSIT,ortholog_one2one,1
ECT2,ECT2,ortholog_one2one,1
EDC3,EDC3,ortholog_one2one,1
EDC4,EDC4,ortholog_one2one,1
EDNRB,EDNRB,ortholog_one2one,1
EEA1,EEA1,ortholog_one2one,1
EED,EED,ortholog_one2one,1
EEF1A2,EEF1A2,ortholog_one2one,1
EEF1D,EEF1D,ortholog_one2one,1
EEF1E1,EEF1E1,ortholog_one2one,1
EEF1G,EEF1G,ortholog_one2one,1
EEF2,EEF2,ortholog_one2one,1
EEFSEC,EEFSEC,ortholog_one2one,1
EEPD1,EEPD1,ortholog_one2one,1
EFEMP1,EFEMP1,ortholog_one2one,1
EFHC1,EFHC1,ortholog_one2one,1
EFHC2,EFHC2,ortholog_one2one,1
EFHD1,EFHD1,ortholog_one2one,1
EFNB1,EFNB1,ortholog_one2one,1
EFNB2,EFNB2,ortholog_one2one,1
EFNB3,EFNB3,ortholog_one2one,1
EFR3A,EFR3A,ortholog_one2one,1
EFR3B,EFR3B,ortholog_one2one,1
EFTUD2,EFTUD2,ortholog_one2one,1
EGFLAM,EGFLAM,ortholog_one2one,1
EGFR,EGFR,ortholog_one2one,1
EGLN1,EGLN1,ortholog_one2one,1
EGR2,EGR2,ortholog_one2one,1
EHBP1,EHBP1,ortholog_one2one,1
EHBP1L1,EHBP1L1,ortholog_one2one,1
EHD2,EHD2,ortholog_one2one,1
EHD4,EHD4,ortholog_one2one,1
EHHADH,EHHADH,ortholog_one2one,1
EHMT1,EHMT1,ortholog_one2one,1
EHMT2,EHMT2,ortholog_one2one,1
EI24,EI24,ortholog_one2one,1
EIF1,EIF1,ortholog_one2one,1
EIF1A,EIF1AY,ortholog_one2many,0
EIF1AX,EIF1AX,ortholog_one2one,1
EIF2A,EIF2A,ortholog_one2one,1
EIF2AK1,EIF2AK1,ortholog_one2one,1
EIF2AK2,EIF2AK2,ortholog_one2one,1
EIF2AK4,EIF2AK4,ortholog_one2one,1
EIF2B1,EIF2B1,ortholog_one2one,1
EIF2B3,EIF2B3,ortholog_one2one,1
EIF2B4,EIF2B4,ortholog_one2one,1
EIF2B5,EIF2B5,ortholog_one2one,1
EIF2D,EIF2D,ortholog_one2one,1
EIF2S1,EIF2S1,ortholog_one2one,1
EIF2S2,EIF2S2,ortholog_one2one,1
EIF2S3X,EIF2S3B,ortholog_one2one,0
EIF3A,EIF3A,ortholog_one2one,1
EIF3B,EIF3B,ortholog_one2one,1
EIF3C,EIF3C,ortholog_one2many,1
EIF3C,EIF3CL,ortholog_one2many,1
EIF3D,EIF3D,ortholog_one2one,1
EIF3E,EIF3E,ortholog_one2one,1
EIF3F,EIF3F,ortholog_one2one,1
EIF3G,EIF3G,ortholog_one2one,1
EIF3H,EIF3H,ortholog_one2one,1
EIF3I,EIF3I,ortholog_one2one,1
EIF3J1,EIF3J,ortholog_one2many,1
EIF3K,EIF3K,ortholog_one2one,1
EIF3L,EIF3L,ortholog_one2one,1
EIF3M,EIF3M,ortholog_one2one,1
EIF4A2,EIF4A2,ortholog_one2one,1
EIF4E,EIF4E,ortholog_one2one,1
EIF4E3,EIF4E3,ortholog_one2one,1
EIF4EBP2,EIF4EBP2,ortholog_one2one,1
EIF4ENIF1,EIF4ENIF1,ortholog_one2one,1
EIF4G1,EIF4G1,ortholog_one2one,1
EIF4G2,EIF4G2,ortholog_one2one,1
EIF4G3,EIF4G3,ortholog_one2one,1
EIF4H,EIF4H,ortholog_one2one,1
EIF5,EIF5,ortholog_one2one,1
EIF5A,EIF5A,ortholog_one2many,1
EIF5A,EIF5AL1,ortholog_one2many,1
EIF5A2,EIF5A2,ortholog_one2one,1
EIF5B,EIF5B,ortholog_one2one,1
EIF6,EIF6,ortholog_one2one,1
ELAC2,ELAC2,ortholog_one2one,1
ELANE,ELANE,ortholog_one2one,1
ELAVL2,ELAVL2,ortholog_one2one,1
ELAVL3,ELAVL3,ortholog_one2one,1
ELAVL4,ELAVL4,ortholog_one2one,1
ELF2,ELF2,ortholog_one2one,1
ELFN2,ELFN2,ortholog_one2one,1
ELK3,ELK3,ortholog_one2one,1
ELK4,ELK4,ortholog_one2one,1
ELL,ELL,ortholog_one2one,1
ELMO1,ELMO1,ortholog_one2one,1
ELMO2,ELMO2,ortholog_one2one,1
ELMOD1,ELMOD1,ortholog_one2one,1
ELMOD2,ELMOD2,ortholog_one2one,1
ELOVL1,ELOVL1,ortholog_one2one,1
ELOVL5,ELOVL5,ortholog_one2one,1
ELOVL7,ELOVL7,ortholog_one2one,1
ELP2,ELP2,ortholog_one2one,1
ELP3,ELP3,ortholog_one2one,1
ELP4,ELP4,ortholog_one2one,1
ELP5,ELP5,ortholog_one2one,1
ELP6,ELP6,ortholog_one2one,1
EMC1,EMC1,ortholog_one2one,1
EMC2,EMC2,ortholog_one2one,1
EMC4,EMC4,ortholog_one2one,1
EMC6,EMC6,ortholog_one2one,1
EMC8,EMC8,ortholog_one2one,1
EMC9,EMC9,ortholog_one2one,1
EME1,EME1,ortholog_one2one,1
EMG1,EMG1,ortholog_one2one,1
EMILIN1,EMILIN1,ortholog_one2one,1
EML1,EML1,ortholog_one2one,1
EML2,EML2,ortholog_one2one,1
EML3,EML3,ortholog_one2one,1
EML4,EML4,ortholog_one2one,1
EML5,EML5,ortholog_one2one,1
ENAH,ENAH,ortholog_one2one,1
ENC1,ENC1,ortholog_one2one,1
ENDOD1,ENDOD1,ortholog_one2one,1
ENDOG,ENDOG,ortholog_one2one,1
ENG,ENG,ortholog_one2one,1
ENGASE,ENGASE,ortholog_one2one,1
ENHO,ENHO,ortholog_one2one,1
ENKUR,ENKUR,ortholog_one2one,1
ENO1,ENO1,ortholog_one2many,1
ENO2,ENO2,ortholog_one2one,1
ENOPH1,ENOPH1,ortholog_one2one,1
ENPEP,ENPEP,ortholog_one2one,1
ENPP2,ENPP2,ortholog_one2one,1
ENPP6,ENPP6,ortholog_one2one,1
ENTPD2,ENTPD2,ortholog_one2one,1
ENTPD5,ENTPD5,ortholog_one2one,1
ENTPD7,ENTPD7,ortholog_one2one,1
ENY2,ENY2,ortholog_one2one,1
EOGT,EOGT,ortholog_one2one,1
EP300,EP300,ortholog_one2one,1
EP400,EP400,ortholog_one2one,1
EPB41,EPB41,ortholog_one2one,1
EPB41L1,EPB41L1,ortholog_one2one,1
EPB41L2,EPB41L2,ortholog_one2one,1
EPB41L3,EPB41L3,ortholog_one2one,1
EPB41L4B,EPB41L4B,ortholog_one2one,1
EPB41L5,EPB41L5,ortholog_one2one,1
EPB42,EPB42,ortholog_one2one,1
EPCAM,EPCAM,ortholog_one2one,1
EPDR1,EPDR1,ortholog_one2one,1
EPG5,EPG5,ortholog_one2one,1
EPHA4,EPHA4,ortholog_one2one,1
EPHA5,EPHA5,ortholog_one2one,1
EPHB2,EPHB2,ortholog_one2one,1
EPHB3,EPHB3,ortholog_one2one,1
EPHB4,EPHB4,ortholog_one2one,1
EPHX1,EPHX1,ortholog_one2one,1
EPHX2,EPHX2,ortholog_one2one,1
EPHX4,EPHX4,ortholog_one2one,1
EPM2A,EPM2A,ortholog_one2one,1
EPM2AIP1,EPM2AIP1,ortholog_one2one,1
EPN2,EPN2,ortholog_one2one,1
EPN3,EPN3,ortholog_one2one,1
EPPK1,EPPK1,ortholog_one2one,1
EPS15,EPS15,ortholog_one2one,1
EPS15L1,EPS15L1,ortholog_one2one,1
EPS8,EPS8,ortholog_one2one,1
EPS8L1,EPS8L1,ortholog_one2one,1
EPS8L2,EPS8L2,ortholog_one2one,1
EPSTI1,EPSTI1,ortholog_one2one,1
EPX,EPX,ortholog_one2one,1
ERAL1,ERAL1,ortholog_one2one,1
ERAP1,ERAP1,ortholog_one2one,1
ERC1,ERC1,ortholog_one2one,1
ERC2,ERC2,ortholog_one2one,1
ERCC1,ERCC1,ortholog_one2one,1
ERCC2,ERCC2,ortholog_one2one,1
ERCC3,ERCC3,ortholog_one2one,1
ERCC4,ERCC4,ortholog_one2one,1
ERCC6L,ERCC6L,ortholog_one2one,1
ERF,ERF,ortholog_one2one,1
ERGIC1,ERGIC1,ortholog_one2one,1
ERI1,ERI1,ortholog_one2one,1
ERI3,ERI3,ortholog_one2one,1
ERLIN2,ERLIN2,ortholog_one2one,1
ERMAP,ERMAP,ortholog_one2one,1
ERN1,ERN1,ortholog_one2one,1
ERP27,ERP27,ortholog_one2one,1
ERP29,ERP29,ortholog_one2one,1
ERP44,ERP44,ortholog_one2one,1
ERRFI1,ERRFI1,ortholog_one2one,1
ESAM,ESAM,ortholog_one2one,1
ESCO2,ESCO2,ortholog_one2one,1
ESD,ESD,ortholog_one2one,1
ESF1,ESF1,ortholog_one2one,1
ESR1,ESR1,ortholog_one2one,1
ESRP1,ESRP1,ortholog_one2one,1
ESRP2,ESRP2,ortholog_one2one,1
ESRRG,ESRRG,ortholog_one2one,1
ESYT1,ESYT1,ortholog_one2one,1
ESYT2,ESYT2,ortholog_one2one,1
ESYT3,ESYT3,ortholog_one2one,1
ETF1,ETF1,ortholog_one2one,1
ETFA,ETFA,ortholog_one2one,1
ETFB,ETFB,ortholog_one2one,1
ETFDH,ETFDH,ortholog_one2one,1
ETHE1,ETHE1,ortholog_one2one,1
ETNK2,ETNK2,ortholog_one2one,1
ETNPPL,ETNPPL,ortholog_one2one,1
ETS1,ETS1,ortholog_one2one,1
ETV6,ETV6,ortholog_one2one,1
EVC2,EVC2,ortholog_one2one,1
EVI5,EVI5,ortholog_one2one,1
EVI5L,EVI5L,ortholog_one2one,1
EVPL,EVPL,ortholog_one2one,1
EWSR1,EWSR1,ortholog_one2one,1
EXOC1,EXOC1,ortholog_one2one,1
EXOC2,EXOC2,ortholog_one2one,1
EXOC3,EXOC3,ortholog_one2one,1
EXOC3L4,EXOC3L4,ortholog_one2one,1
EXOC4,EXOC4,ortholog_one2one,1
EXOC5,EXOC5,ortholog_one2one,1
EXOC6,EXOC6,ortholog_one2one,1
EXOC6B,EXOC6B,ortholog_one2one,1
EXOC7,EXOC7,ortholog_one2one,1
EXOC8,EXOC8,ortholog_one2one,1
EXOSC1,EXOSC1,ortholog_one2one,1
EXOSC10,EXOSC10,ortholog_one2one,1
EXOSC2,EXOSC2,ortholog_one2one,1
EXOSC3,EXOSC3,ortholog_one2one,1
EXOSC4,EXOSC4,ortholog_one2one,1
EXOSC5,EXOSC5,ortholog_one2one,1
EXOSC6,EXOSC6,ortholog_one2one,1
EXOSC7,EXOSC7,ortholog_one2one,1
EXOSC8,EXOSC8,ortholog_one2one,1
EXOSC9,EXOSC9,ortholog_one2one,1
EYA3,EYA3,ortholog_one2one,1
EZH1,EZH1,ortholog_one2one,1
EZH2,EZH2,ortholog_one2one,1
EZR,EZR,ortholog_one2one,1
F11R,F11R,ortholog_one2one,1
F12,F12,ortholog_one2one,1
F13A1,F13A1,ortholog_one2one,1
F2,F2,ortholog_one2one,1
F2R,F2R,ortholog_one2one,1
F2RL3,F2RL3,ortholog_one2one,1
F5,F5,ortholog_one2one,1
F8A,F8A1,ortholog_one2many,1
F8A,F8A2,ortholog_one2many,1
F8A,F8A3,ortholog_one2many,1
FAAH,FAAH,ortholog_one2one,1
FABP1,FABP1,ortholog_one2one,1
FABP4,FABP4,ortholog_one2one,1
FABP5,FABP5,ortholog_one2one,1
FABP7,FABP7,ortholog_one2one,1
FABP9,FABP9,ortholog_one2one,1
FADS1,FADS1,ortholog_one2one,1
FADS6,FADS6,ortholog_one2one,1
FAF1,FAF1,ortholog_one2one,1
FAF2,FAF2,ortholog_one2one,1
FAH,FAH,ortholog_one2one,1
FAHD1,FAHD1,ortholog_one2one,1
FAM110B,FAM110B,ortholog_one2one,1
FAM114A1,FAM114A1,ortholog_one2one,1
FAM114A2,FAM114A2,ortholog_one2one,1
FAM117A,FAM117A,ortholog_one2one,1
FAM117B,FAM117B,ortholog_one2one,1
FAM120A,FAM120A,ortholog_one2one,1
FAM120C,FAM120C,ortholog_one2one,1
FAM131B,FAM131B,ortholog_one2one,1
FAM136A,FAM136A,ortholog_one2one,1
FAM13C,FAM13C,ortholog_one2one,1
FAM151A,FAM151A,ortholog_one2one,1
FAM151B,FAM151B,ortholog_one2one,1
FAM168B,FAM168B,ortholog_one2one,1
FAM171A1,FAM171A1,ortholog_one2one,1
FAM171A2,FAM171A2,ortholog_one2one,1
FAM171B,FAM171B,ortholog_one2one,1
FAM185A,FAM185A,ortholog_one2one,1
FAM193B,FAM193B,ortholog_one2one,1
FAM3C,FAM3C,ortholog_one2one,1
FAM43A,FAM43A,ortholog_one2one,1
FAM76A,FAM76A,ortholog_one2one,1
FAM76B,FAM76B,ortholog_one2one,1
FAM83H,FAM83H,ortholog_one2one,1
FAM91A1,FAM91A1,ortholog_one2one,1
FAM98A,FAM98A,ortholog_one2one,1
FAM98B,FAM98B,ortholog_one2one,1
FAM98C,FAM98C,ortholog_one2one,1
FANCI,FANCI,ortholog_one2one,1
FAR1,FAR1,ortholog_one2one,1
FARP1,FARP1,ortholog_one2one,1
FARP2,FARP2,ortholog_one2one,1
FARS2,FARS2,ortholog_one2one,1
FARSA,FARSA,ortholog_one2one,1
FARSB,FARSB,ortholog_one2one,1
FAS,FAS,ortholog_one2one,0
FASN,FASN,ortholog_one2one,1
FASTK,FASTK,ortholog_one2one,1
FASTKD2,FASTKD2,ortholog_one2one,1
FAT1,FAT1,ortholog_one2one,1
FAT3,FAT3,ortholog_one2one,1
FBL,FBL,ortholog_one2one,1
FBLIM1,FBLIM1,ortholog_one2one,1
FBLL1,FBLL1,ortholog_one2one,1
FBN1,FBN1,ortholog_one2one,1
FBP1,FBP1,ortholog_one2one,1
FBP2,FBP2,ortholog_one2one,1
FBXL14,FBXL14,ortholog_one2one,1
FBXL15,FBXL15,ortholog_one2one,1
FBXL16,FBXL16,ortholog_one2one,1
FBXL17,FBXL17,ortholog_one2one,1
FBXL18,FBXL18,ortholog_one2one,1
FBXL2,FBXL2,ortholog_one2one,1
FBXL20,FBXL20,ortholog_one2one,1
FBXL22,FBXL22,ortholog_one2one,1
FBXL4,FBXL4,ortholog_one2one,1
FBXL8,FBXL8,ortholog_one2one,1
FBXO10,FBXO10,ortholog_one2one,1
FBXO2,FBXO2,ortholog_one2one,1
FBXO21,FBXO21,ortholog_one2one,1
FBXO22,FBXO22,ortholog_one2one,1
FBXO3,FBXO3,ortholog_one2one,1
FBXO30,FBXO30,ortholog_one2one,1
FBXO38,FBXO38,ortholog_one2one,1
FBXO4,FBXO4,ortholog_one2one,1
FBXO40,FBXO40,ortholog_one2one,1
FBXO41,FBXO41,ortholog_one2one,1
FBXO42,FBXO42,ortholog_one2one,1
FBXO44,FBXO44,ortholog_one2one,1
FBXO45,FBXO45,ortholog_one2one,1
FBXO6,FBXO6,ortholog_one2one,1
FBXW11,FBXW11,ortholog_one2one,1
FBXW5,FBXW5,ortholog_one2one,1
FBXW8,FBXW8,ortholog_one2one,1
FCF1,FCF1,ortholog_one2one,1
FCGR1,FCGR1A,ortholog_one2one,1
FCHO1,FCHO1,ortholog_one2one,1
FCHO2,FCHO2,ortholog_one2one,1
FCHSD2,FCHSD2,ortholog_one2one,1
FDFT1,FDFT1,ortholog_one2one,1
FDPS,FDPS,ortholog_one2one,1
FDXACB1,FDXACB1,ortholog_one2one,1
FECH,FECH,ortholog_one2one,1
FEM1B,FEM1B,ortholog_one2one,1
FEN1,FEN1,ortholog_one2one,1
FER,FER,ortholog_one2one,1
FERMT1,FERMT1,ortholog_one2one,1
FERMT2,FERMT2,ortholog_one2one,1
FERMT3,FERMT3,ortholog_one2one,1
FES,FES,ortholog_one2one,1
FETUB,FETUB,ortholog_one2one,1
FGB,FGB,ortholog_one2one,1
FGD1,FGD1,ortholog_one2one,1
FGD2,FGD2,ortholog_one2one,1
FGD3,FGD3,ortholog_one2one,1
FGD4,FGD4,ortholog_one2one,1
FGD5,FGD5,ortholog_one2one,1
FGD6,FGD6,ortholog_one2one,1
FGF1,FGF1,ortholog_one2one,1
FGFR1,FGFR1,ortholog_one2one,1
FGFR1OP2,FGFR1OP2,ortholog_one2one,1
FGG,FGG,ortholog_one2one,1
FGGY,FGGY,ortholog_one2one,1
FGR,FGR,ortholog_one2one,1
FHIT,FHIT,ortholog_one2one,1
FHL1,FHL1,ortholog_one2many,1
FHL2,FHL2,ortholog_one2one,1
